sketch_image,output,timestamp
"{""background"": "".gradio/flagged/sketch_image/6753c879d5e59ca8a46b/background.png"", ""layers"": ["".gradio/flagged/sketch_image/c90aa3468f94d2813fc1/layer_0.png""], ""composite"": "".gradio/flagged/sketch_image/6c594dc5465675cf2363/composite.png"", ""id"": null}",,2025-03-26 16:00:56.198916
